Unnamed: 0,title,ingredients,directions,link,source,NER
16408,Pineapple Cheese Ball,"[""2 (8 oz.) pkg. cream cheese"", ""1 (8 oz.) can crushed pineapple"", ""1/4 c. chopped green pepper"", ""1 c. chopped pecans"", ""2 Tbsp. chopped onion"", ""1 Tbsp. seasoned salt""]","[""Drain pineapple."", ""Soften cream cheese and combine with other ingredients including 1/2 cup of nuts."", ""Put into refrigerator for 1 1/2 hours."", ""Take out and roll in remainder of nuts.""]",www.cookbooks.com/Recipe-Details.aspx?id=411581,Gathered,"[""cream cheese"", ""pineapple"", ""green pepper"", ""pecans"", ""onion"", ""salt""]"
16556,Barbecue Pecans,"[""2 Tbsp. butter or margarine"", ""1/4 c. Worcestershire sauce"", ""1 Tbsp. ketchup"", ""1/8 tsp. hot sauce"", ""4 c. pecans (halves)"", ""salt (optional)""]","[""Combine first four ingredients."", ""Stir in pecans and mix well. Spread pecans evenly in a shallow baking pan."", ""Bake at 300\u00b0 for 30 minutes, stirring frequently."", ""Drain on paper towels."", ""Sprinkle with salt, if desired."", ""Yield: 4 cups.""]",www.cookbooks.com/Recipe-Details.aspx?id=701333,Gathered,"[""butter"", ""Worcestershire sauce"", ""ketchup"", ""hot sauce"", ""pecans"", ""salt""]"
17619,Cheese-Macaroni Salad,"[""2 c. cooked seasoned macaroni"", ""1 c. diced celery"", ""1 c. cooked peas"", ""1/2 c. shredded uncooked carrots"", ""1 green pepper, shredded"", ""salt and pepper"", ""mayonnaise"", ""cheese balls or stuffed olives""]","[""Chill macaroni."", ""Combine with celery, peas, carrots and green pepper."", ""Season to taste."", ""Moisten with mayonnaise."", ""Mix lightly with two forks."", ""Serve on any crisp salad greens."", ""Garnish with cheese balls or diced stuffed olives."", ""Yield: 6 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=515368,Gathered,"[""macaroni"", ""celery"", ""peas"", ""carrots"", ""green pepper"", ""salt"", ""mayonnaise"", ""cheese""]"
17927,Barbecue Sauce For Meatballs,"[""1 1/2 c. chopped onion"", ""1 c. celery"", ""1/2 c. green pepper"", ""bit bottle ketchup"", ""1 1/2 c. brown sugar"", ""1 c. white vinegar""]","[""Cook onion, celery and pepper."", ""Add ketchup, sugar and vinegar."", ""Warm, then add to meatballs.""]",www.cookbooks.com/Recipe-Details.aspx?id=556226,Gathered,"[""onion"", ""celery"", ""green pepper"", ""ketchup"", ""brown sugar"", ""white vinegar""]"
18755,Pete'S Sauerkraut,"[""1 (16 oz.) can sauerkraut (don't drain)"", ""5 Tbsp. ketchup"", ""1/2 tsp. Kraft prepared mustard"", ""1/2 c. chopped onion"", ""pinch of sugar"", ""pinch of salt"", ""1/2 tsp. chili powder""]","[""Mix all ingredients in saucepan."", ""Cook on high heat for 2 minutes,"", ""stirring\tconstantly."", ""Cook"", ""on medium heat for 7 minutes,"", ""stirring often to keep from burning."", ""Delicious over hot dogs.""]",www.cookbooks.com/Recipe-Details.aspx?id=440488,Gathered,"[""sauerkraut"", ""ketchup"", ""mustard"", ""onion"", ""sugar"", ""salt"", ""chili powder""]"
18943,Asparagus Roll-Ups,"[""24 slices sandwich bread"", ""1/2 c. butter, softened"", ""8 oz. cream cheese, softened"", ""4 oz. Blue cheese"", ""24 spears (fresh or frozen) asparagus"", ""1/2 c. butter, melted""]","[""Cook asparagus; drain."", ""Trim crusts from bread."", ""Flatten each piece with rolling pin."", ""Mix softened butter with cheeses."", ""Spread mixture on each piece of bread and top with a piece of asparagus. Roll and dip in butter."", ""Cut into fourths and freeze."", ""When ready to serve, bake 15 minutes at 400\u00b0."", ""Makes 96.""]",www.cookbooks.com/Recipe-Details.aspx?id=360905,Gathered,"[""bread"", ""butter"", ""cream cheese"", ""cheese"", ""asparagus"", ""butter""]"
20165,Kraut Salad,"[""1 (No. 2) can sauerkraut"", ""2 c. celery, chopped"", ""1 green pepper, chopped"", ""1/4 c. oil"", ""1 1/3 c. vinegar"", ""1 1/4 c. sugar""]","[""Wash and rinse kraut; add vegetables."", ""Mix dressing and pour over mixture."", ""Let stand overnight.""]",www.cookbooks.com/Recipe-Details.aspx?id=190099,Gathered,"[""sauerkraut"", ""celery"", ""green pepper"", ""oil"", ""vinegar"", ""sugar""]"
21092,Pecan Butter Balls,"[""2 c. sifted flour"", ""1/4 c. sugar"", ""1/2 tsp. salt"", ""1 c. butter*"", ""2 tsp. vanilla"", ""2 c. finely chopped pecans""]","[""*Margarine may be substituted but the flavor is not quite the same.""]",www.cookbooks.com/Recipe-Details.aspx?id=46068,Gathered,"[""flour"", ""sugar"", ""salt"", ""butter"", ""vanilla"", ""pecans""]"
21440,Cranberry Salad,"[""1 pkg. cranberries (fresh)"", ""2 c. sugar"", ""dash of salt"", ""1 c. finely chopped celery (optional)"", ""1 c. crushed pineapple"", ""3/4 c. chopped pecans"", ""1 (8 oz.) Cool Whip""]","[""Grind cranberries and add sugar and salt."", ""Let set overnight in refrigerator."", ""Next morning, add remainder of ingredients. Keeps well in refrigerator.""]",www.cookbooks.com/Recipe-Details.aspx?id=466419,Gathered,"[""cranberries"", ""sugar"", ""salt"", ""celery"", ""pineapple"", ""pecans""]"
21451,Pork Tenderloin(Marinated And Stuffed With Spinach)  ,"[""oil"", ""garlic"", ""salt & pepper"", ""Worcestershire sauce"", ""soy sauce"", ""brown sugar"", ""honey""]","[""Blend all ingredients together well."", ""Marinate tenderloin in sauce and turn several times."", ""Marinate overnight."", ""Cut tenderloin lengthwise. Then fill with spinach."", ""Roll and tie together."", ""Saute tenderloin on high heat for just a few minutes to seer in juices. Rub tenderloin with mustard thoroughly."", ""Roll in bread crumbs and Romano cheese."", ""Place in pyrex dish and bake to your desired doneness."", ""Cut into 1/2 inch slices."", ""Serve with baked potato or rice and a favorite vegetable.""]",www.cookbooks.com/Recipe-Details.aspx?id=144030,Gathered,"[""oil"", ""garlic"", ""salt"", ""Worcestershire sauce"", ""soy sauce"", ""brown sugar"", ""honey""]"
